company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 108773,C 108773,CONSTELLATION MARITIME LIMITED,6/6/2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 4, TRIQ IS-SALIB TAL-IMRIEHEL, ZONE 3,', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108774,C 108774,Quazar Consult Limited,18-06-2024,Active,"['LEK BUSINESS CENTRE LEVEL 1 TRIQ L-ESPORTATURI ZONE 2', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2040', 'Malta']"
C 108775,C 108775,Secure Future Ventures Limited,18-06-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108776,C 108776,Rasheed International Estates Ltd.,17-06-2024,Active,"['NO2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108777,C 108777,BFM Culture & Art Co. Ltd.,18-06-2024,Active,"['NOUV', 'TRIQ MRO FRANK GALEA', 'ZEBBUG', 'ZBG 9019', 'Malta']"
C 108778,C 108778,CHECKMET HOLDING LIMITED,18-06-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108779,C 108779,Bounce Peak Limited,18-06-2024,Active,"['SERENITY', 'TRIQ IR- RUMANI', 'XLENDI, GHAWDEX', 'XLN 1431', 'Malta']"
C 108780,C 108780,Jasper Media Limited,6/6/2024,Active,"['OFFICE NO: 205 OFFICE 5 PINTO HOUSE', ""XATT L- GHASSARA TA' L-GHENEB"", 'MARSA', 'MRS 1912', 'Malta']"
C 108781,C 108781,Kin Media Holdings Limited,6/6/2024,Active,"['85', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 108782,C 108782,Seaward Malta Limited,18-06-2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108783,C 108783,Vella Falzon Projects Limited,13-06-2024,Active,"['SEVENTY 7', 'TRIQ FIDIEL ZARB', 'GHARGHUR', 'GHR 1581', 'Malta']"
C 108784,C 108784,Elyx Capital LIMITED,6/6/2024,Active,"['THE WATERCOURSE CENTRAL BUSINESS DISTRICT ZONE 2', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108785,C 108785,Frontier Media Limited,18-06-2024,Active,"['169', 'TRIQ SALVU PSAILA', 'BIRKIRKARA', 'BKR 9076', 'Malta']"
C 108786,C 108786,CINER SHIP MANAGEMENT LIMITED,18-06-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108787,C 108787,Heilagur Group Holdings Limited,19-06-2024,Active,"['CENTRIS BUSINESS GATEWAY II LEVEL 3 SUITE D TRIQ IS-SALIB TAL-IMRIEHEL', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108788,C 108788,Flip Limited,14-06-2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 108789,C 108789,Taste of India Holding Limited,19-06-2024,Active,"['TASTE OF INDIA', 'TRIQ L- IMHALLEF PAOLO DEBONO', 'MSIDA', 'MSD 2030', 'Malta']"
C 108790,C 108790,Protect Health & Safety Consultants Limited,5/6/2024,Active,"['57 UTOPIA', 'TRIQ IL- KATAKOMBI', 'MARSASKALA', 'MSK 3107', 'Malta']"
C 108791,C 108791,Olympus Malta Limited,19-06-2024,Active,"['102 SUITE 3', 'TRIQ SANTA KATERINA', 'ATTARD', 'ATD 2605', 'Malta']"
C 108792,C 108792,Tankschiff Logistics Holding Ltd.,18-06-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108793,C 108793,Sumren Ltd.,19-06-2024,Active,"['15 FLAT 3', 'TRIQ TONI ZAHRA', 'ZEJTUN', 'ZTN 1502', 'Malta']"
C 108794,C 108794,Media Ads Platforms LIMITED,19-06-2024,Active,"['56 CENTRAL BUSINESS CENTRE', 'TRIQ IS- SOLL', 'SANTA VENERA', 'SVR 1833', 'Malta']"
C 108795,C 108795,DolceEurope LTD.,19-06-2024,Active,"['FLAT 2 SAN PAOLO', 'TRIQ L- IRDUM', 'DINGLI', 'DGL 1717', 'Malta']"
C 108796,C 108796,Salt Cove Properties Ltd.,3/6/2024,Active,"['TUM INVEST HEAD OFFICE ZENTRUM BUILDING CENTRE', 'TRIQ L- IMDINA', 'QORMI', 'QRM 9010', 'Malta']"
C 108797,C 108797,Melsynwise Limited,3/6/2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108798,C 108798,Melsynhope Limited,3/6/2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108799,C 108799,Melsynsunny Limited,3/6/2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108800,C 108800,Melsynstable Limited,3/6/2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108801,C 108801,Gianni Tucci Ltd.,19-06-2024,Active,"['17 AIREDESK BUSINESS HUB', 'TRIQ IL- MODD', 'SWIEQI', 'SWQ 2373', 'Malta']"
C 108802,C 108802,AZURE NS LTD.,20-06-2024,Active,"['3 CIAO BELLA', 'TRIQ DUN AMABILE SISNER', 'PEMBROKE', 'PBK 1162', 'Malta']"
C 108803,C 108803,GK Shipping Ltd.,20-06-2024,Active,"['55 FLAT 3', 'TRIQ IL- GEJZA', 'SWIEQI', 'SWQ 3220', 'Malta']"
C 108804,C 108804,Capra Capital Limited,20-06-2024,Active,"['TRIDENT PARK NOTABILE GARDENS NO.2 - LEVEL 3 MDINA ROAD ZONE 2', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 108807,C 108807,Clickout Labs Ltd.,20-06-2024,Active,"['AA PH CAMILLERI BUILDINGS', 'TRIQ L- ORATORJU', 'NAXXAR', 'NXR 2054', 'Malta']"
C 108808,C 108808,Finibusterrae Gestion Limited,20-06-2024,Active,"['NO. 8 REGENT HOUSE OFFICE 21', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108809,C 108809,Money Blink Holding Limited,17-06-2024,Active,"['THE PLAZA COMMERCIAL CENTRE LEVEL 6 SUITE 1', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108813,C 108813,Sapien Interactive Malta Ltd.,20-06-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108814,C 108814,Team Tokyo LTD.,20-06-2024,Active,"['47B SOUTH STREET', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1101', 'Malta']"
C 108815,C 108815,ZIRCON GEM HOLDING LTD.,20-06-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108816,C 108816,IM Global Holding Ltd.,21-06-2024,Active,"['LEVEL G (OFFICE 1/1229) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 108817,C 108817,Bertilla Marine Ltd.,21-06-2024,Active,"['49 ST MATTHEW FL 9', 'TRIQ C. DE BROCKTORFF', 'MSIDA', 'MSD 1420', 'Malta']"
C 108818,C 108818,rjc properties Limited,21-06-2024,Active,"['RJC', ""TRIQ IS- SALIB TA' L-IMRIEHEL"", 'Mriehel Industrial Zone', 'CBD 3020', 'Malta']"
C 108819,C 108819,Andrew Howel Ltd.,21-06-2024,Active,"['152 / NO.9', 'TRIQ IN- NAXXAR', 'SAN GWANN', 'SGN 9030', 'Malta']"
C 108820,C 108820,ODIT Horizons Limited,21-06-2024,Active,"['23', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108821,C 108821,MM CREATIVE LTD.,21-06-2024,Active,"['23 APOLLO COURT APARTMENT 6', ""TRIQ SANT'ELIJA"", 'SAN GILJAN', 'STJ 1125', 'Malta']"
C 108822,C 108822,PurplePatch Limited,21-06-2024,Active,"['230 230 WORKS BUSINESS CENTRE SECOND FLOOR', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9039', 'Malta']"
C 108823,C 108823,Per Bon Ltd.,21-06-2024,Active,"['9/10', 'TRIQ BERTU HYZLER', 'QORMI', 'QRM 2151', 'Malta']"
C 108824,C 108824,FCP INTERNATIONAL LIMITED,21-06-2024,Active,"['UB50', 'Qasam Industrijali San Gwann', 'SAN GWANN', 'SGN 3000', 'Malta']"
C 108825,C 108825,John Deere Malta Investments Holding Ltd.,20-06-2024,Active,"['THE HEDGE BUSINESS CENTRE LEVEL 3 BAJJA TAL-BALLUTA', ""IR-RAMPA TA' SAN GILJAN"", 'SAN GILJAN', 'STJ 1062', 'Malta']"
C 108826,C 108826,NIAs House of Beauty Ltd.,18-06-2024,Active,"['86 / 88 LEVEL 4', 'TRIQ IL- MITHNA', 'QORMI', 'QRM 3101', 'Malta']"
C 108827,C 108827,Atlanic Wardrobe Limited,21-06-2024,Active,"['36 FLAT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108828,C 108828,Revault Holding Limited,11/6/2024,Active,"['INTERNATIONAL HOUSE', 'Triq l- Imdina', 'BIRKIRKARA', 'BKR 3000', 'Malta']"
C 108829,C 108829,Buckthorn (Malta) Limited,25-06-2024,Active,"['52 FIFTH FLOOR REGENT HOUSE', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108830,C 108830,John Deere Malta Investments Ltd.,20-06-2024,Active,"['THE HEDGE BUSINESS CENTRE LEVEL 3 BAJJA TAL-BALLUTA', ""IR-RAMPA TA' SAN GILJAN"", 'SAN GILJAN', 'STJ 1062', 'Malta']"
C 108831,C 108831,Ferus Group Limited,24-06-2024,Active,"['12', 'TRIQ ID- DAWWARA', 'ATTARD', 'ATD 2230', 'Malta']"
C 108832,C 108832,NIHON 16 INVESTMENTS HOLDING LIMITED,19-06-2024,Active,"['89', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 108833,C 108833,BLUE LINKS LTD.,24-06-2024,Active,"['20 ALFCONS APT 2', 'TRIQ PATRI WISTIN BORN', 'MARSASKALA', 'MSK 3522', 'Malta']"
C 108834,C 108834,Mustaccun Limited,13-06-2024,Active,"['LEVEL 4 THE PENTHOUSE EWROPA BUSINESS CENTRE', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 108835,C 108835,Bootec Marketing Ltd.,25-06-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 108836,C 108836,Tankschiff Logistics Ltd.,18-06-2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108837,C 108837,vvvisible agency Ltd.,4/6/2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 108838,C 108838,Lawn Developments Ltd.,25-06-2024,Active,"['44', 'TRIQ TAHT PUTIRJAL', 'RABAT, GHAWDEX', 'VCT 1344', 'Malta']"
C 108839,C 108839,The Silver Kitchen Limited,25-06-2024,Active,"['90B', 'IX- XATT', 'SLIEMA', 'SLM 1022', 'Malta']"
C 108840,C 108840,FH One Ltd.,25-06-2024,Active,"['AGORA BUSINESS CENTRE GROUND FLOOR', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9020', 'Malta']"
C 108841,C 108841,Leverage Group Ltd.,25-06-2024,Active,"['86A', 'TRIQ LELI FALZON', 'NAXXAR', 'NXR 2606', 'Malta']"
C 108842,C 108842,SNP Advertising Innovation Ltd.,25-06-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'STRAIT STREET', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108843,C 108843,CHECKMET LIMITED,25-06-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 108844,C 108844,Giorgian Limited,25-06-2024,Active,"['TA KLARA', 'TRIQ IR- RAMLA', 'NAXXAR', 'NXR 6544', 'Malta']"
C 108845,C 108845,ENERGY GLOBE LTD.,25-06-2024,Active,"['109 IDEAL FL 2', 'TRIQ LUQA BRIFFA', 'GZIRA', 'GZR 1503', 'Malta']"
C 108846,C 108846,LNS Tourism Resorts Limited,11/6/2024,Active,"['233 THE ONYX BUSINESS CENTRE OFFICE 2 GROUND LEVEL', 'TRIQ BURMARRAD', 'Burmarrad', 'SPB 9062', 'Malta']"
C 108847,C 108847,NIHON 16 INVESTMENTS TRADING LIMITED,19-06-2024,Active,"['89', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 108848,C 108848,Odyssey Innovation Ltd.,25-06-2024,Active,"['RIDGEVIEW BIDNIJA', 'TRIQ IS- SAGRA FAMILJA', 'MOSTA', 'MST 5012', 'Malta']"
C 108849,C 108849,One Finance Limited,25-06-2024,Active,"['LEVEL 3 (SUITE NO. 3211) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108850,C 108850,OnlyHuck Holding Limited,25-06-2024,Active,"['CENTRAL BUSINESS CENTRE 56', 'TRIQ IS- SOLL', 'SANTA VENERA', 'SVR 1833', 'Malta']"
C 108854,C 108854,Gitanes Cruising LTD.,20-06-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L -ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108855,C 108855,GRIMA GENERAL TRADING LIMITED,26-06-2024,Active,"['86', 'TRIQ PINTO', 'QORMI', 'QRM 2702', 'Malta']"
C 108856,C 108856,Summer Freedom Limited,26-06-2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 108857,C 108857,Global Packaging Investments Limited,26-06-2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108858,C 108858,Missio Travel Limited,25-06-2024,Active,"['7', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1171', 'Malta']"
C 108859,C 108859,OMNIVERSITY EDUTECH LTD.,26-06-2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 108860,C 108860,FOURENS LIMITED,26-06-2024,Active,"['10 DOMINUS', 'TRIQ FONZU MELI', 'QORMI', 'QRM 3620', 'Malta']"
C 108861,C 108861,BNIET LIMITED,26-06-2024,Active,"['10 DOMINUS', 'TRIQ FONZU MELI', 'QORMI', 'QRM 3620', 'Malta']"
C 108862,C 108862,HACHEM ALSTIF PRIVATE LIMITED COMPANY,20-06-2024,Active,"['61 MOON FLOWER', 'TRIQ G. LEBRUN', 'SWIEQI', 'SWQ 2085', 'Malta']"
C 108864,C 108864,Butterfly Aviation Limited,26-06-2024,Active,"['25/25 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 108865,C 108865,Magouille Ltd.,26-06-2024,Active,"['HORECA BUILDING 3RD FLOOR', 'TRIQ L- IMGARR', 'XEWKIJA, GHAWDEX', 'XWK 9012', 'Malta']"
C 108866,C 108866,ABP HOLDINGS LIMITED,26-06-2024,Active,"['131', 'TELGHET GWARDAMANGA', 'PIETA', 'PTA 1313', 'Malta']"
C 108867,C 108867,Powerful Award LIMITED,20-06-2024,Active,"['6', 'SQAQ IX- XATT NRU. 2', 'PIETA', 'PTA 1611', 'Malta']"
C 108868,C 108868,VSE Malta Holding Limited,27-06-2024,Active,"['LEVEL G (OFFICE 1/1239) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 108869,C 108869,Tailwind Navigation Ltd.,27-06-2024,Active,"['18/2', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1102', 'Malta']"
C 108870,C 108870,Dave Duck Holdings Limited,27-06-2024,Active,"['ADD MALTA LEVEL 2 HARD ROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108871,C 108871,Egmalt Turnkey Limited,27-06-2024,Active,"['103', 'TRIQ BRIGHELLA', 'SANTA VENERA', 'SVR 1135', 'Malta']"
C 108872,C 108872,Think-OTB Ltd.,27-06-2024,Active,"['14 ID-DAR TAZ-ZIJU', 'PJAZZA SAN GUZEPP', 'QALA, GHAWDEX', 'QLA 1110', 'Malta']"
C 108873,C 108873,GPP Gaming Malta Ltd.,27-06-2024,Active,"['VALLETTA BUILDINGS SECOND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108874,C 108874,Optimal Software Services Ltd.,27-06-2024,Active,"['VALLETTA BUILDINGS SECOND FLOOR SUITE 7', 'TRIQ NOFS IN-NHAR', 'VALLETTA', 'VLT 1103', 'Malta']"
C 108875,C 108875,Fekruna Investments Limited,27-06-2024,Active,"['LEVEL 3 (SUITE NO. 3119) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 108876,C 108876,CORAL VENTURES LIMITED,27-06-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108877,C 108877,Qijaser Ltd.,27-06-2024,Active,"['OFFICE 2 IL-QIEGHA', 'TRIQ IL- KACCATURI', 'ZEBBUG, GHAWDEX', 'ZBB 1420', 'Malta']"
C 108878,C 108878,F3M LIMITED,27-06-2024,Active,"['ELZAN', 'TRIQ L- ARCISQOF PIETRU PACE', 'RABAT, GHAWDEX', 'VCT 2504', 'Malta']"
C 108879,C 108879,Dima Group Ltd.,28-06-2024,Active,"['AIREDESK BUSINESS HUB 17', 'TRIQ IL- MODD', 'SWIEQI', 'SWQ 2373', 'Malta']"
C 108880,C 108880,YoDoLink Ltd.,28-06-2024,Active,"['FLAT 3 TA GAGLIONE 1', 'TRIQ GHAR U CASA', 'MELLIEHA', 'MLH 4041', 'Malta']"
C 108881,C 108881,Uway Edtech Limited,28-06-2024,Active,"['NO2', 'TRIQ GERALDU FARRUGIA', 'ZEBBUG', 'ZBG 4351', 'Malta']"
C 108882,C 108882,Becton Dickinson Foreign Holdings Ltd.,24-06-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 108883,C 108883,Luxend Limited,28-06-2024,Active,"['1 PHENIX', 'TRIQ SAN ALWIGI', 'PAOLA', 'PLA 1315', 'Malta']"
C 108884,C 108884,Spring Market Ltd.,28-06-2024,Active,"['PREMIERE BUSINESS CENTRE SUITE 1 LEVEL 2', 'TRIQ IL- KOSTITUZZJONI', 'MOSTA', 'MST 1750', 'Malta']"
C 108885,C 108885,Goodwind Investments Ltd.,28-06-2024,Active,"[""'METROPOLE APARTMENTS' SUITE 104"", 'TRIQ SIR ADRIAN DINGLI', 'SLIEMA', 'SLM 1902', 'Malta']"
C 108886,C 108886,Merchant Company of Malta Limited,28-06-2024,Active,"['36 FLT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 108887,C 108887,soGuapa Beauty Expert Limited,28-06-2024,Active,"['WILLOW', 'TRIQ IL- QASAM', 'SWIEQI', 'SWQ 2228', 'Malta']"
C 108888,C 108888,Anyma Play Limited,24-06-2024,Active,"['12', 'TRIQ ID- DAWWARA', 'ATTARD', 'ATD 2230', 'Malta']"
C 108889,C 108889,Ice Software Limited,24-06-2024,Active,"['12', 'TRIQ ID- DAWWARA', 'ATTARD', 'ATD 2230', 'Malta']"
C 108890,C 108890,KINETIKA GOZO LIMITED,14-06-2024,Active,"['IVY NO.4', 'TRIQ MARSALFORN', 'XAGHRA, GHAWDEX', 'XRA 2709', 'Malta']"
C 108891,C 108891,MY HOLIDAYS LIMITED,18-06-2024,Active,"['TA PINU VIEW', 'SQAQ IL- FGURA', 'GHARB, GHAWDEX', 'GRB 1123', 'Malta']"
C 108892,C 108892,Digital Administrators Ltd.,1/7/2024,Active,"['OFFICE NO. 7 NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 108893,C 108893,Ballista Ltd.,1/7/2024,Active,"['82 REGENT HOUSE', 'TRIQ BISAZZA', 'SLIEMA', 'SLM 1640', 'Malta']"
C 108894,C 108894,Leverage Consulting Ltd.,1/7/2024,Active,"['86A', 'TRIQ LELI FALZON', 'NAXXAR', 'NXR 2609', 'Malta']"
C 108895,C 108895,DODE CLEANING SERVICES LIMITED,27-06-2024,Active,"['DODE CLEANING SERVICES', 'TRIQ SAN GWANN TAL-GHARGHAR', 'SAN GWANN', 'SGN 2050', 'Malta']"
C 108896,C 108896,H1 Crew Limited,1/7/2024,Active,"['13 B FLAT 3', 'TRIQ SAN GORG', 'GZIRA', 'GZR 1336', 'Malta']"
C 108897,C 108897,SEPTEM LTD.,1/7/2024,Active,"['103 PALAZZO PIETRO STIGES', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1436', 'Malta']"
C 108898,C 108898,A & T Auto Limited,2/7/2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 108899,C 108899,Square One Limited,1/7/2024,Active,"['ELITE BUSINESS CENTRE', ""TREJQA TA' BOX BOX"", 'MSIDA', 'MSD 1840', 'Malta']"
C 108900,C 108900,Thermo Fisher Scientific (Malta) Holdings II Limited,2/7/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108901,C 108901,Thermo Fisher Scientific (Malta) Holdings III Limited,2/7/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108902,C 108902,Thermo Fisher Scientific (Malta) Holdings IV Limited,2/7/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 108903,C 108903,S GALEA & SONS LIMITED,2/7/2024,Active,"['113 VALLEY VILLE', 'TRIQ IL- KBIRA', 'MGARR', 'MGR 1117', 'Malta']"
C 108904,C 108904,ROSCAP HOLDING LIMITED,2/7/2024,Active,"['4TH FLOOR KINGSWAY PALACE FLAT 20,', 'TRIQ IR- REPUBBLIKA', 'VALLETTA', 'VLT 1115', 'Malta']"
C 108905,C 108905,AEROAXIO Limited,2/7/2024,Active,"['SAWA', 'TRIQ DUN LEONARDU MICALLEF', 'ATTARD', 'ATD 2110', 'Malta']"
C 108906,C 108906,SEMU DV Holding Limited,2/7/2024,Active,"['B2 5 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ L- INDUSTRIJA', 'QORMI', 'CBD 5030', 'Malta']"
C 108907,C 108907,MNA Projects Ltd.,2/7/2024,Active,"['93', 'TRIQ IS- SALVATUR', 'MARSAXLOKK', 'MXK 1481', 'Malta']"
C 108908,C 108908,Axe Solutions Ltd.,2/7/2024,Active,"['526', 'TRIQ IL- KBIRA SAN GUZEPP', 'SANTA VENERA', 'SVR 1016', 'Malta']"
C 108909,C 108909,ST JULIAN'S MARITIME THIRTY ONE LIMITED,3/7/2024,Active,"['3201 PORTOMASO PORTOMASO COMPLEX', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108910,C 108910,St. Julian's Maritime Thirty Two Limited,3/7/2024,Active,"['3201 PORTOMASO PORTOMASO COMPLEX', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108911,C 108911,St. Julian's Maritime Thirty Four Limited,3/7/2024,Active,"['3201 PORTOMASO', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108912,C 108912,St. Julian's Maritime Thirty Three Limited,3/7/2024,Active,"['3201 PORTOMASO', 'VJAL PORTOMASO', 'Paceville', 'STJ 4011', 'Malta']"
C 108913,C 108913,St. Julian's Maritime Thirty Five Limited,3/7/2024,Active,"['3201 PORTOMASO PORTOMASO AVENUE PORTOMASO COMPLEX', 'VJAL PORTOMASO', 'SAN GILJAN', 'STJ 4011', 'Malta']"
C 108914,C 108914,AV1 LIMITED,24-06-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 108915,C 108915,Collabrum Consultancy and Trading Ltd.,3/7/2024,Active,"['ARGENTO FLT 4', 'TRIQ IL- MIGBHA', 'MELLIEHA', 'MLH 2023', 'Malta']"
C 108916,C 108916,PARALLEL STREET DEVELOPMENTS LTD.,3/7/2024,Active,"['SENANG', 'TRIQ IT- TOMNA', 'SWIEQI', 'SWQ 2381', 'Malta']"
C 108917,C 108917,Kigora LIMITED,3/7/2024,Active,"['11', 'WIED HAL BALZAN', 'BALZAN', 'BZN 1408', 'Malta']"
C 108918,C 108918,GMNLO Capital Limited,3/7/2024,Active,"['2', 'TRIQ SIR AUGUSTUS BARTOLO', 'TA XBIEX', 'XBX 1091', 'Malta']"
C 108919,C 108919,The Food Truck Company Limited,3/7/2024,Active,"['5 THE SERVICE HUB', 'TRIQ SAN GORG', 'NAXXAR', 'NXR 2541', 'Malta']"
C 108920,C 108920,Ninja Group Ltd.,3/7/2024,Active,"['VILLA ANTEVE 18', 'TRIQ MONS. ALFREDO MIFSUD', 'TA XBIEX', 'XBX 1063', 'Malta']"
C 108921,C 108921,Digital Participation Limited,3/7/2024,Active,"['LEVEL 5 ST. JULIANS BUSINESS CENTRE', 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3153', 'Malta']"
C 108922,C 108922,Finova Finance Limited,3/7/2024,Active,"['1 CONTI BUILDINGS', 'Triq il- Kalkara tal-Gir (Zona Industrijali, Mriehel)', 'Mriehel Industrial Zone', 'ABC 1234', 'Malta']"
C 108923,C 108923,Star Stone Holding Limited,2/7/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 108924,C 108924,Logit Global Limited,3/7/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
